Song,Artist,Compound,Negative,Neutral,Positive,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre
Judgement Day,Iron Maiden,-0.9818,0.18,0.764,0.056,25,False,0.479,0.59,2,-7.014,1,0.0923,0.306,0.0,0.335,0.156,123.993,dancehall
Killers,Iron Maiden,-0.9186,0.196,0.639,0.165,21,False,0.639,0.94,6,-0.074,1,0.0573,0.00494,0.66,0.105,0.0711,175.004,drum-and-bass
Massacre,Iron Maiden,-0.9564,0.225,0.671,0.104,3,False,0.503,0.506,0,-7.554,0,0.0332,0.0989,0.0,0.352,0.11,89.888,dance
The Prophecy,Iron Maiden,-0.9871,0.225,0.668,0.107,21,False,0.452,0.974,9,-2.866,0,0.189,0.00683,0.0,0.378,0.319,155.019,hardstyle
All Alone,Irving Berlin,-0.7306,0.156,0.743,0.101,57,False,0.601,0.556,7,-10.722,0,0.395,0.776,0.0465,0.236,0.457,80.003,chill
Blue Skies,Irving Berlin,0.9814,0.055,0.717,0.227,0,False,0.401,0.368,7,-10.511,1,0.0452,0.822,0.0,0.0674,0.681,159.844,blues
It's A Lovely Day Today,Irving Berlin,0.9985,0.01,0.707,0.283,56,False,0.573,0.275,8,-10.684,1,0.0534,0.84,0.0,0.196,0.588,140.9,blues
Lazy,Irving Berlin,0.1531,0.1,0.782,0.119,24,False,0.712,0.301,2,-9.028,0,0.0307,0.931,0.444,0.0802,0.167,84.937,study
Marie,Irving Berlin,0.899,0.074,0.742,0.184,0,False,0.424,0.079,9,-16.861,1,0.0376,0.954,0.00147,0.0915,0.155,167.449,british
Moonshine Lullaby,Irving Berlin,0.7466,0.022,0.893,0.085,22,False,0.405,0.262,10,-12.19,1,0.0346,0.951,0.000742,0.113,0.228,80.154,show-tunes
Suppertime,Irving Berlin,0.9248,0.0,0.872,0.128,28,False,0.504,0.333,7,-12.575,1,0.303,0.298,0.0,0.297,0.305,82.921,disney
When I Lost You,Irving Berlin,-0.9325,0.325,0.564,0.111,12,False,0.549,0.464,0,-13.988,1,0.0343,0.876,0.954,0.0799,0.841,168.873,honky-tonk
Eternal,Isley Brothers,0.998,0.008,0.763,0.229,16,False,0.467,0.969,1,-6.543,1,0.0836,2.67e-06,0.654,0.148,0.247,109.0,black-metal
Hello It's Me,Isley Brothers,0.9712,0.058,0.796,0.146,55,False,0.578,0.848,5,-6.842,1,0.0261,0.0563,0.00426,0.0963,0.779,87.246,power-pop
Inside You,Isley Brothers,0.9917,0.0,0.793,0.207,21,False,0.555,0.796,4,-6.102,1,0.0781,0.00016,0.0325,0.12,0.355,119.678,industrial
Superstar,Isley Brothers,0.9535,0.01,0.922,0.068,43,False,0.62,0.24,10,-9.262,1,0.0382,0.878,3.16e-06,0.157,0.556,72.007,chill
Take A Ride,Isley Brothers,0.9946,0.038,0.628,0.333,37,False,0.868,0.534,0,-11.522,1,0.221,0.0148,0.694,0.109,0.224,125.031,minimal-techno
Tears,Isley Brothers,0.9973,0.105,0.562,0.333,26,False,0.657,0.676,11,-5.181,1,0.246,0.232,0.0,0.146,0.286,80.132,dancehall
You're All I Need,Isley Brothers,-0.5117,0.2,0.621,0.179,61,False,0.506,0.539,2,-10.654,1,0.0293,0.11,0.0,0.185,0.208,118.668,hard-rock
Come Holy Spirit,Israel,0.9941,0.023,0.661,0.316,36,False,0.437,0.638,4,-6.483,0,0.0308,0.211,0.000428,0.138,0.159,148.0,world-music
Here I Am To Worship,Israel,0.9936,0.055,0.578,0.366,61,False,0.373,0.435,4,-6.685,1,0.029,0.352,0.0,0.128,0.176,143.868,world-music
Sweeter,Israel Houghton,0.9877,0.0,0.801,0.199,33,False,0.686,0.377,9,-9.59,1,0.0589,0.638,0.0,0.128,0.551,92.042,acoustic
You Found Me,Israel Houghton,0.9987,0.12,0.618,0.262,27,False,0.638,0.758,10,-6.851,1,0.0401,0.328,8.11e-05,0.101,0.51,102.956,deep-house
Be Free,J Cole,0.9825,0.077,0.754,0.169,33,False,0.356,0.505,10,-11.126,0,0.146,0.782,0.596,0.12,0.352,190.41,electronic
Daddy's Little Girl,J Cole,0.9762,0.042,0.867,0.091,49,False,0.427,0.376,11,-8.812,1,0.0318,0.785,0.0,0.0736,0.334,78.444,british
Friday Night,J Cole,-0.2558,0.122,0.752,0.126,23,False,0.689,0.854,8,-4.788,0,0.0334,0.0168,0.00146,0.104,0.632,127.03,drum-and-bass
In the Morning,J Cole,0.9945,0.077,0.752,0.172,48,False,0.277,0.198,7,-11.923,1,0.0306,0.498,0.00623,0.0984,0.134,149.937,acoustic
Interlude,J Cole,0.9048,0.127,0.688,0.184,66,False,0.584,0.0831,7,-21.379,1,0.0395,0.988,0.934,0.111,0.591,100.079,folk
Roll Call,J Cole,-0.9981,0.32,0.622,0.058,52,False,0.864,0.414,1,-11.933,0,0.0408,0.196,0.0,0.299,0.971,90.942,british
Unabomber,J Cole,0.9925,0.094,0.735,0.171,25,False,0.489,0.967,2,-3.652,1,0.0811,8.32e-05,0.000191,0.374,0.16,139.992,death-metal
You Got It,J Cole,-0.9967,0.205,0.671,0.125,69,False,0.649,0.618,9,-10.728,1,0.0265,0.596,1.46e-06,0.192,0.667,114.688,rock-n-roll
The Road,Jackson Browne,-0.5346,0.075,0.864,0.061,39,False,0.683,0.927,4,-3.14,1,0.139,0.0919,0.0,0.103,0.734,160.065,dancehall
All Around The World,The Jam,0.5826,0.045,0.819,0.137,0,False,0.694,0.816,3,-3.949,0,0.191,0.0217,2.92e-06,0.167,0.798,128.009,pop
Art School,The Jam,0.9404,0.041,0.803,0.156,21,True,0.544,0.605,1,-11.676,1,0.905,0.77,0.0,0.565,0.397,114.099,comedy
The Combine,The Jam,0.5413,0.136,0.692,0.172,25,True,0.622,0.92,10,-4.745,1,0.0815,0.0117,2.37e-05,0.36,0.49,112.109,death-metal
Town Called Malice,The Jam,-0.9581,0.169,0.753,0.078,0,False,0.534,0.955,7,-5.338,1,0.0918,0.00368,0.0519,0.0719,0.759,101.724,punk-rock
Wasteland,The Jam,0.9914,0.061,0.736,0.203,51,False,0.563,0.836,1,-3.901,0,0.0903,0.108,0.0,0.243,0.657,141.923,dub
"Baby, It's Cold Outside",James Taylor,0.9693,0.098,0.76,0.142,0,False,0.609,0.575,1,-4.789,1,0.0387,0.723,0.0,0.176,0.662,113.958,country
Blossom,James Taylor,0.9786,0.044,0.735,0.221,63,False,0.873,0.238,5,-16.148,1,0.138,0.327,0.0,0.178,0.741,94.985,chill
Deck The Halls,James Taylor,0.9975,0.005,0.715,0.28,0,False,0.607,0.522,4,-10.068,1,0.0279,0.235,0.0,0.129,0.887,162.081,country
Fading Away,James Taylor,0.9335,0.042,0.871,0.087,40,False,0.503,0.581,9,-7.596,1,0.0346,0.155,0.00137,0.175,0.262,140.063,dub
Gaia,James Taylor,-0.8481,0.124,0.793,0.083,30,False,0.69,0.879,10,-9.097,0,0.0711,0.00548,0.917,0.0791,0.209,131.994,minimal-techno
Hymn,James Taylor,0.9778,0.035,0.777,0.188,0,False,0.14,0.125,1,-16.519,1,0.041,0.86,0.875,0.112,0.0362,140.811,ambient
I Will Follow,James Taylor,0.9994,0.017,0.559,0.425,53,False,0.586,0.783,10,-3.684,1,0.026,0.0617,0.0,0.129,0.483,95.932,world-music
It's Only A Paper Moon,James Taylor,-0.2163,0.094,0.811,0.095,59,False,0.761,0.103,10,-16.964,1,0.0416,0.944,0.0,0.127,0.53,114.044,blues
Lighthouse,James Taylor,0.9764,0.052,0.793,0.155,44,False,0.271,0.816,9,-2.332,1,0.0441,0.0568,0.0,0.397,0.139,150.053,hardstyle
Love Songs,James Taylor,0.9977,0.029,0.76,0.211,23,False,0.404,0.688,4,-14.802,1,0.0516,0.0892,5.23e-05,0.0671,0.515,71.684,goth
Migration,James Taylor,0.6286,0.052,0.882,0.066,23,False,0.281,0.141,4,-19.125,0,0.0334,0.978,0.883,0.103,0.206,135.356,new-age
Only One,James Taylor,0.9659,0.03,0.837,0.133,47,False,0.367,0.749,9,-4.279,1,0.187,0.135,0.0,0.102,0.286,179.791,dub
She Thinks I Still Care,James Taylor,0.9325,0.081,0.731,0.188,49,False,0.591,0.424,11,-8.512,1,0.0301,0.283,0.0,0.134,0.613,115.01,honky-tonk
Bad Day,Janis Joplin,-0.2329,0.124,0.765,0.112,22,True,0.637,0.303,1,-9.532,0,0.0905,0.193,0.0,0.155,0.202,50.68,j-dance
My Baby,Janis Joplin,0.9967,0.029,0.658,0.314,22,False,0.737,0.269,0,-12.654,1,0.0309,0.91,7.69e-06,0.105,0.333,119.988,bluegrass
Summertime,Janis Joplin,-0.9985,0.572,0.353,0.074,24,False,0.324,0.0655,10,-17.031,0,0.11,0.874,0.0,0.964,0.471,180.082,bluegrass
Absolutely Zero,Jason Mraz,-0.9503,0.146,0.758,0.096,20,False,0.521,0.495,5,-7.756,1,0.027,0.128,0.0,0.296,0.116,135.061,acoustic
If It Kills Me,Jason Mraz,-0.9742,0.177,0.685,0.138,0,False,0.633,0.429,4,-6.784,0,0.0381,0.0444,0.0,0.132,0.52,143.793,acoustic
I'm Yours,Jason Mraz,0.999,0.043,0.63,0.327,80,False,0.703,0.444,11,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96,acoustic
No Stopping Us,Jason Mraz,0.9874,0.047,0.748,0.205,19,False,0.646,0.836,1,-6.203,1,0.0327,0.301,3.23e-05,0.29,0.727,105.991,acoustic
One Love,Jason Mraz,0.9938,0.067,0.65,0.283,28,False,0.666,0.189,10,-14.536,1,0.0367,0.748,0.613,0.0899,0.85,76.001,children
Running,Jason Mraz,0.9887,0.076,0.771,0.153,59,False,0.606,0.853,5,-4.601,0,0.0392,0.00673,1.19e-06,0.241,0.333,122.001,electronic
Who Needs Shelter,Jason Mraz,0.7461,0.131,0.711,0.158,22,False,0.514,0.569,6,-7.866,0,0.03,0.601,2.21e-06,0.218,0.264,142.597,acoustic
Baila,Jennifer Lopez,0.9587,0.03,0.891,0.079,46,True,0.8,0.46,0,-8.735,0,0.0551,0.473,0.00105,0.104,0.585,145.002,brazil
Dance Again,Jennifer Lopez,0.9997,0.042,0.615,0.343,0,False,0.784,0.552,1,-7.261,0,0.0874,0.0447,0.0,0.196,0.464,111.984,dance
If You Had My Love,Jennifer Lopez,0.9998,0.029,0.606,0.365,68,False,0.77,0.875,10,-4.012,0,0.0817,0.375,0.0,0.335,0.766,113.99,french
So Good,Jennifer Lopez,0.9967,0.035,0.765,0.2,18,False,0.808,0.364,10,-10.472,0,0.103,0.0363,0.000203,0.0656,0.692,87.07,afrobeat
Still,Jennifer Lopez,0.9924,0.064,0.762,0.174,65,False,0.485,0.315,4,-11.599,1,0.0946,0.581,0.000349,0.11,0.425,134.714,chill
The One,Jennifer Lopez,0.9936,0.024,0.799,0.176,59,True,0.76,0.303,2,-11.362,1,0.0284,0.238,8.09e-06,0.294,0.15,99.991,edm
What Is Love,Jennifer Lopez,0.9998,0.071,0.606,0.322,42,False,0.632,0.362,5,-13.499,1,0.0348,0.624,0.000194,0.108,0.299,78.968,indian
Stop,Jimi Hendrix,-0.9863,0.308,0.544,0.148,39,False,0.326,0.3,9,-13.671,1,0.0454,0.443,0.0,0.139,0.391,185.63,british
Dallas,Jimmy Buffett,-0.3711,0.103,0.811,0.087,36,False,0.597,0.924,6,-4.415,0,0.0313,0.00929,1.02e-05,0.0405,0.684,141.012,swedish
Escape,Jimmy Buffett,0.9959,0.039,0.753,0.208,57,False,0.454,0.942,5,-5.22,0,0.0638,0.00656,0.000111,0.353,0.0955,149.922,hardstyle
Happily Ever After,Jimmy Buffett,0.9853,0.051,0.789,0.16,23,True,0.483,0.659,0,-7.288,1,0.166,0.813,0.0,0.274,0.876,186.16,comedy
Hey Good Lookin',Jimmy Buffett,0.97,0.01,0.872,0.118,10,False,0.724,0.298,2,-11.761,1,0.0379,0.758,0.0,0.0645,0.958,76.574,honky-tonk
Holiday,Jimmy Buffett,0.994,0.071,0.721,0.208,22,False,0.552,0.862,6,-5.693,1,0.0411,0.00148,4.19e-05,0.114,0.742,120.032,goth
Annie's Song,John Denver,0.9837,0.05,0.68,0.269,71,False,0.304,0.305,2,-10.879,1,0.0298,0.871,0.00368,0.367,0.464,146.066,country
Away In The Manger,John Denver,0.9834,0.082,0.695,0.222,0,False,0.308,0.119,5,-18.25,1,0.0343,0.973,0.941,0.11,0.0826,126.44,new-age
Circus,John Denver,-0.9293,0.088,0.884,0.028,37,False,0.655,0.589,8,-6.879,1,0.0659,0.491,0.029,0.0979,0.186,179.956,dub
Country Roads,John Denver,0.8024,0.0,0.949,0.051,57,False,0.37,0.824,9,-3.82,1,0.0944,0.167,3.8e-06,0.972,0.273,155.005,hardstyle
Eleanor Rigby,John Denver,-0.9839,0.195,0.768,0.037,68,False,0.521,0.301,4,-7.118,0,0.0356,0.836,0.0,0.398,0.621,137.382,british
Isabel,John Denver,0.1027,0.088,0.812,0.1,21,False,0.685,0.977,1,-2.775,1,0.107,0.0943,1.62e-05,0.091,0.863,141.944,happy
Old Train,John Denver,-0.5719,0.089,0.855,0.056,22,False,0.526,0.445,4,-11.845,1,0.0362,0.815,4.04e-05,0.0999,0.828,121.073,bluegrass
One World,John Denver,0.9056,0.074,0.837,0.089,17,False,0.677,0.746,4,-10.734,0,0.127,0.171,9.93e-06,0.101,0.71,97.075,afrobeat
Good Morning,John Legend,0.9973,0.03,0.633,0.337,50,False,0.659,0.633,1,-5.343,1,0.0334,0.0621,0.0128,0.334,0.0752,125.939,k-pop
Green Light,John Legend,0.9985,0.043,0.763,0.194,10,False,0.798,0.737,10,-5.343,0,0.205,0.00167,2.42e-05,0.137,0.707,175.057,breakbeat
Number One,John Legend,0.9831,0.076,0.778,0.145,39,False,0.647,0.887,11,-3.531,0,0.0346,0.0071,0.0001,0.106,0.337,109.931,synth-pop
So High,John Legend,0.9842,0.025,0.858,0.116,72,False,0.538,0.763,11,-6.346,0,0.205,0.0152,0.0,0.109,0.484,180.002,hip-hop
Dusty,John Martyn,-0.4404,0.015,0.985,0.0,41,False,0.8,0.783,11,-7.499,0,0.0911,0.000686,0.933,0.0881,0.186,127.002,minimal-techno
Glory Box,John Martyn,0.9948,0.031,0.744,0.225,0,False,0.51,0.433,1,-10.006,1,0.036,0.175,0.516,0.0603,0.208,119.695,electronic
John Wayne,John Martyn,0.9653,0.0,0.906,0.094,65,False,0.441,0.465,3,-8.389,1,0.0291,0.343,0.884,0.0982,0.173,123.933,ambient
Over The Hill,John Martyn,-0.9045,0.114,0.86,0.026,59,False,0.613,0.46,9,-13.006,0,0.0316,0.31,0.0044,0.136,0.759,93.846,british
Silent Night,John McDermott,0.9814,0.0,0.733,0.267,0,False,0.442,0.131,7,-10.49,1,0.028,0.687,0.0,0.127,0.277,76.991,country
The Old Man,John McDermott,0.9348,0.043,0.843,0.115,23,False,0.388,0.177,7,-17.333,1,0.0308,0.802,0.392,0.133,0.169,95.889,new-age
The Secret Of Christmas,John McDermott,0.8955,0.016,0.873,0.11,0,False,0.258,0.175,0,-11.903,1,0.0323,0.939,0.000156,0.136,0.107,89.072,blues
Voyage,John McDermott,0.9636,0.039,0.834,0.127,34,False,0.645,0.494,2,-9.537,0,0.0282,0.576,0.907,0.222,0.436,128.948,new-age
Check It Out,John Mellencamp,0.982,0.021,0.855,0.124,50,False,0.645,0.945,5,-3.516,0,0.0862,0.017,0.00122,0.318,0.718,120.029,blues
Cherry Bomb,John Mellencamp,0.9976,0.055,0.677,0.268,0,False,0.495,0.855,11,-6.49,1,0.0694,0.0427,4.12e-05,0.141,0.496,136.735,punk
Hurts So Good,John Mellencamp,0.9948,0.123,0.588,0.289,69,False,0.675,0.609,7,-5.027,0,0.0586,0.084,0.0,0.0957,0.378,120.039,dance
Beautiful World,John Prine,0.9598,0.086,0.732,0.181,36,False,0.621,0.524,2,-7.588,1,0.0347,0.538,1.03e-05,0.358,0.246,139.862,folk
Dear John,John Prine,0.907,0.03,0.87,0.1,22,False,0.745,0.346,0,-10.764,1,0.0387,0.739,0.0,0.13,0.71,169.689,honky-tonk
Leave The Lights On,John Prine,0.9623,0.034,0.846,0.121,56,False,0.649,0.821,1,-6.483,0,0.0313,0.0302,0.000141,0.0843,0.661,121.938,acoustic
Let's Invite Them Over,John Prine,0.6979,0.099,0.761,0.139,16,False,0.544,0.352,4,-6.73,1,0.0314,0.739,0.0,0.311,0.446,96.262,honky-tonk
Loose Talk,John Prine,0.9886,0.133,0.63,0.236,12,False,0.743,0.455,2,-10.84,1,0.0369,0.727,0.0,0.26,0.964,113.381,honky-tonk
Milwaukee Here I Come,John Prine,0.5859,0.041,0.905,0.055,10,False,0.405,0.469,0,-12.32,1,0.0437,0.452,0.0,0.383,0.921,205.402,honky-tonk
Out Of Love,John Prine,0.9958,0.041,0.712,0.246,74,False,0.481,0.267,7,-9.249,1,0.0339,0.8,0.0,0.249,0.137,117.64,electro
Sour Grapes,John Prine,-0.7891,0.202,0.665,0.134,77,False,0.779,0.801,6,-5.564,0,0.0457,0.395,0.0,0.108,0.72,139.998,k-pop
Souvenirs,John Prine,-0.9782,0.247,0.692,0.061,25,False,0.468,0.675,2,-6.201,0,0.0338,0.00551,0.000247,0.539,0.168,113.963,goth
We Could,John Prine,0.9913,0.0,0.73,0.27,12,False,0.537,0.305,7,-11.896,1,0.03,0.476,0.0,0.208,0.52,96.098,honky-tonk
We Must Have Been Out Of Our Minds,John Prine,0.9613,0.053,0.745,0.202,14,False,0.477,0.15,5,-14.3,1,0.029,0.826,0.0,0.138,0.458,90.939,honky-tonk
In Dreams,John Waite,0.9919,0.075,0.666,0.259,57,False,0.49,0.592,0,-13.54,1,0.0405,0.614,0.713,0.136,0.28,126.621,british
Lust For Life,John Waite,-0.484,0.175,0.675,0.15,66,False,0.383,0.97,9,-5.638,1,0.0435,0.0276,0.0,0.0942,0.62,101.603,punk-rock
She's The One,John Waite,0.9534,0.029,0.872,0.099,66,False,0.449,0.487,5,-7.456,0,0.0753,0.181,0.0,0.105,0.498,133.98,pop
Temptation,John Waite,0.991,0.077,0.682,0.24,60,False,0.734,0.541,7,-8.86,1,0.131,0.454,0.000851,0.132,0.501,140.044,chill
The Hard Way,John Waite,0.9887,0.144,0.645,0.211,19,False,0.368,0.233,1,-12.382,1,0.0303,0.861,2.56e-06,0.103,0.36,158.241,bluegrass
Always Alone,Johnny Cash,0.0644,0.192,0.678,0.13,24,False,0.713,0.869,0,-5.203,1,0.0305,0.00373,3.14e-06,0.398,0.377,127.982,power-pop
Bad News,Johnny Cash,-0.9854,0.214,0.695,0.091,49,False,0.599,0.856,7,-7.964,1,0.0387,0.175,0.868,0.114,0.663,93.007,club
Hana,Joni Mitchell,0.9781,0.075,0.71,0.216,0,False,0.679,0.43,0,-12.8,1,0.0928,0.152,0.447,0.086,0.473,120.005,iranian
Jericho,Joni Mitchell,0.9943,0.021,0.735,0.244,55,False,0.501,0.716,10,-4.661,1,0.0411,0.189,0.0,0.0606,0.363,70.919,acoustic
Lakota,Joni Mitchell,-0.9934,0.207,0.729,0.064,49,False,0.536,0.786,0,-3.718,0,0.0307,0.0315,1.96e-05,0.111,0.0386,86.999,drum-and-bass
Twisted,Joni Mitchell,-0.5407,0.119,0.783,0.098,66,False,0.577,0.789,2,-4.661,1,0.0427,0.00532,0.0105,0.214,0.149,97.52,alt-rock
All I Know,Josh Groban,0.9984,0.013,0.761,0.227,60,False,0.486,0.911,2,-5.214,0,0.0566,0.00824,0.0,0.124,0.308,155.953,groove
Falling Slowly,Josh Groban,0.8674,0.081,0.783,0.136,23,False,0.468,0.282,0,-9.802,1,0.03,0.712,0.000511,0.113,0.25,138.051,opera
Somewhere,Josh Groban,0.9432,0.0,0.84,0.16,53,False,0.502,0.963,8,-2.739,0,0.0506,0.033,0.00579,0.112,0.314,173.903,drum-and-bass
To Where You Are,Josh Groban,0.9909,0.011,0.78,0.209,54,False,0.286,0.322,5,-9.288,1,0.0317,0.651,0.000335,0.0994,0.109,124.96,opera
All That Really Matters,Journey,0.9715,0.022,0.812,0.166,70,False,0.352,0.666,1,-4.909,1,0.0512,0.117,1.81e-06,0.0934,0.227,169.965,dub
Any Way You Want It,Journey,0.9816,0.023,0.772,0.205,73,False,0.529,0.932,7,-7.501,1,0.0488,0.00251,0.00109,0.136,0.571,138.158,hard-rock
Daydream,Journey,0.9344,0.017,0.761,0.222,43,False,0.818,0.371,8,-8.319,1,0.0502,0.189,0.000489,0.124,0.39,90.006,chill
Don't Stop Believin',Journey,0.7823,0.051,0.851,0.097,83,False,0.5,0.748,4,-9.072,1,0.0363,0.127,0.0,0.447,0.514,118.852,hard-rock
Frontiers,Journey,-0.128,0.145,0.695,0.16,37,False,0.67,0.591,8,-14.319,0,0.0472,0.456,0.912,0.346,0.185,105.003,idm
Next,Journey,-0.0267,0.128,0.765,0.107,62,True,0.515,0.472,8,-10.644,0,0.052,0.876,0.00325,0.101,0.454,195.56,soul
Atmosphere,Joy Division,-0.6124,0.164,0.723,0.113,1,False,0.616,0.387,6,-11.813,1,0.0314,0.227,0.514,0.116,0.435,120.03,alt-rock
Transmission,Joy Division,-0.7224,0.096,0.844,0.06,17,True,0.0614,0.988,1,-3.821,1,0.13,0.000659,0.867,0.544,0.0579,62.17,grindcore
Come And Get It,Judas Priest,0.7909,0.081,0.769,0.15,62,True,0.567,0.987,4,-4.069,1,0.0765,0.000133,2.38e-05,0.371,0.383,107.974,metalcore
Death Row,Judas Priest,-0.9983,0.352,0.573,0.076,23,False,0.338,0.689,2,-12.255,1,0.0852,0.00302,0.000202,0.133,0.856,181.82,rockabilly
Revelations,Judas Priest,-0.9666,0.17,0.757,0.073,56,False,0.534,0.882,7,-4.161,1,0.0482,0.00785,0.0,0.107,0.368,113.045,grunge
Running Wild,Judas Priest,0.8199,0.066,0.833,0.101,31,False,0.529,0.663,1,-7.036,1,0.0251,0.368,0.00225,0.107,0.223,96.991,acoustic
Savage,Judas Priest,-0.9975,0.3,0.611,0.089,23,False,0.532,0.998,3,-2.17,0,0.132,0.00155,0.0,0.228,0.373,111.709,death-metal
Sinner,Judas Priest,-0.9921,0.229,0.655,0.116,42,True,0.724,0.802,11,-5.188,0,0.172,0.0269,2.81e-06,0.161,0.88,170.049,german
United,Judas Priest,-0.9986,0.421,0.544,0.035,5,False,0.654,0.687,6,-12.735,1,0.0444,0.00417,0.432,0.365,0.439,124.798,detroit-techno
Visions,Judas Priest,0.9479,0.055,0.83,0.115,59,False,0.658,0.67,7,-7.093,0,0.0255,0.499,0.0071,0.256,0.696,95.3,garage
Worth Fighting For,Judas Priest,0.8735,0.083,0.777,0.14,28,False,0.425,0.818,11,-8.173,0,0.0431,2.71e-06,5.74e-05,0.0912,0.323,129.836,metalcore
Alone Together,Judy Garland,0.9492,0.131,0.618,0.251,0,False,0.541,0.871,1,-4.741,1,0.122,0.00527,0.0,0.0867,0.666,179.973,country
Drummer Boy,Judy Garland,0.9217,0.03,0.848,0.121,0,False,0.752,0.85,8,-8.327,1,0.0819,0.025,0.000131,0.149,0.491,122.991,pop
Friendship,Judy Garland,0.9938,0.082,0.666,0.252,13,False,0.159,0.983,9,-2.468,1,0.0834,1.15e-05,0.39,0.536,0.246,82.935,grindcore
Merry Christmas,Judy Garland,0.9921,0.035,0.579,0.386,5,False,0.594,0.935,0,-2.018,1,0.0357,0.243,2.36e-06,0.102,0.602,113.99,pop
Girlfriend,Justin Bieber,0.9872,0.018,0.727,0.255,24,True,0.635,0.698,5,-10.039,1,0.237,0.05,2.94e-05,0.569,0.568,179.959,industrial
Love Me,Justin Bieber,0.9993,0.127,0.539,0.334,55,False,0.706,0.606,1,-7.059,0,0.0789,0.033,0.00215,0.116,0.254,101.491,french
Never Say Never,Justin Bieber,0.9511,0.05,0.876,0.074,0,False,0.469,0.931,0,-4.187,0,0.0563,0.00752,0.0,0.111,0.49,140.059,country
Recovery,Justin Bieber,0.9862,0.083,0.759,0.158,50,False,0.456,0.461,2,-11.337,1,0.0593,0.0978,0.815,0.102,0.119,155.008,ambient
So Sick,Justin Bieber,-0.995,0.265,0.572,0.163,3,False,0.679,0.682,6,-5.837,1,0.261,0.265,0.0,0.287,0.59,94.971,dance
Time For Bed,Justin Bieber,-0.3882,0.055,0.899,0.047,26,False,0.737,0.323,4,-7.48,1,0.0427,0.832,0.0,0.348,0.598,79.092,british
Where Are You Now,Justin Bieber,0.9877,0.044,0.757,0.199,26,False,0.474,0.508,6,-6.845,0,0.0235,0.316,0.0,0.166,0.358,77.31,blues
Gone,Justin Timberlake,-0.2432,0.075,0.862,0.063,0,False,0.483,0.329,9,-7.407,0,0.0504,0.956,0.0,0.0911,0.312,128.454,british
I'm Lovin' It,Justin Timberlake,-0.9265,0.075,0.881,0.044,14,False,0.815,0.872,6,-7.308,0,0.0484,0.0754,0.876,0.122,0.494,119.002,chicago-house
I'm Sorry,Justin Timberlake,-0.3839,0.193,0.672,0.136,50,False,0.698,0.239,4,-11.138,1,0.103,0.928,0.934,0.146,0.254,156.131,chill
Pose,Justin Timberlake,0.9824,0.065,0.807,0.128,26,True,0.923,0.587,10,-3.826,0,0.103,0.0125,0.0133,0.0729,0.252,100.003,dancehall
What You Got,Justin Timberlake,-0.8934,0.119,0.881,0.0,19,False,0.454,0.952,11,-2.6,0,0.199,0.0447,0.000243,0.0441,0.233,170.01,hardstyle
Anyway,Kanye West,-0.9901,0.176,0.735,0.089,18,False,0.541,0.31,11,-9.523,0,0.0479,0.813,3.66e-05,0.308,0.324,137.956,afrobeat
Electric Relaxation,Kanye West,0.9982,0.044,0.793,0.163,68,False,0.866,0.534,11,-9.201,1,0.229,0.184,0.266,0.0929,0.841,98.243,hardcore
Freestyle,Kanye West,-0.9901,0.144,0.76,0.095,9,False,0.791,0.949,11,-9.189,0,0.0633,2.46e-05,0.9,0.0309,0.825,134.096,detroit-techno
Homecoming,Kanye West,0.9905,0.031,0.86,0.11,0,False,0.302,0.382,0,-13.66,1,0.0362,0.701,0.837,0.11,0.0508,123.964,iranian
Last Call,Kanye West,-0.9938,0.163,0.741,0.096,62,False,0.636,0.528,2,-3.857,1,0.0346,0.299,0.0,0.326,0.27,107.244,soul
Lift Off,Kanye West,-0.9438,0.044,0.945,0.011,66,False,0.815,0.845,9,-6.832,0,0.0457,0.416,1.54e-06,0.117,0.955,129.874,indie-pop
My Way,Kanye West,0.9937,0.061,0.793,0.146,76,False,0.818,0.913,4,-3.06,0,0.0426,0.093,3.69e-05,0.161,0.536,119.986,electro
Roses,Kanye West,0.9712,0.08,0.794,0.125,74,False,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,edm
Revelation Song,Kari Jobe,0.9967,0.0,0.719,0.281,53,False,0.276,0.263,7,-7.859,1,0.0372,0.609,0.0,0.0802,0.0997,124.404,world-music
Sanctuary,Kari Jobe,0.8201,0.0,0.943,0.057,16,False,0.512,0.888,11,-5.657,0,0.0601,3.4e-05,0.76,0.23,0.113,174.057,drum-and-bass
Steady My Heart,Kari Jobe,0.905,0.095,0.75,0.155,43,False,0.58,0.654,7,-4.0,1,0.0262,0.0517,0.0,0.147,0.526,93.979,world-music
We Are,Kari Jobe,0.3194,0.078,0.842,0.08,60,False,0.41,0.834,5,-5.375,1,0.054,0.0651,0.0,0.115,0.333,147.982,emo
Candle In The Wind,Kate Bush,0.9022,0.054,0.847,0.1,46,False,0.596,0.468,4,-11.694,1,0.0292,0.208,5.17e-06,0.195,0.584,124.139,piano
My Lagan Love,Kate Bush,0.9688,0.103,0.688,0.209,19,False,0.223,0.046,6,-18.845,1,0.0398,0.985,3.72e-05,0.0804,0.282,86.356,opera
